line,syllable,label
387,ne,
387,vic,long
387,tus,short
387,et,long
387,pe,short
387,la,short
387,go,long
387,ja,short
387,cet,
388,nos,
388,a,short
388,li,short
388,a,short
388,ma,long
388,jor,
388,nau,long
388,fra,short
388,gos,long
388,pes,
388,tis,long
388,vo,short
388,cat,
389,est,
389,hu,short
389,mi,short
389,lis,short
389,un,long
389,da,
389,scru,long
389,peis,short
389,men,
389,dax,long
389,va,short
389,dis,
390,u,short
390,bi,short
390,sa,long
390,xa,short
390,ra,short
390,pi,short
390,dis,
390,clau,long
390,sa,short
390,ver,long
390,ti,short
390,ci,short
390,bus,long
390,te,short
390,git,
391,fal,
391,lax,long
391,cap,short
391,he,long
391,reus,short
391,aes,long
391,tu,short
391,at,long
391,sco,short
391,pu,short
391,lis,long
391,fre,short
391,tum,
392,fer,
392,vet,long
392,qve,short
392,sem,long
392,per,
392,fluc,long
392,tus,short
392,al,long
392,ter,
392,na,long
392,vi,short
392,ce,
393,arx,
393,im,long
393,mi,short
393,net,long
393,prae,long
393,rup,long
393,ta,short
393,qvae,long
393,spec,
393,tat,long
393,ma,short
393,re,
394,u,
394,trim,long
394,qve,short
394,ge,short
394,mi,short
394,num,
394,pe,short
394,lo,short
394,pis,short
394,hinc,long
394,o,
394,ras,long
394,tu,short
394,i,
395,hinc,
395,sce,short
395,le,short
395,re,short
395,lem,long
395,non,
395,no,long
395,bi,short
395,lem,elision
395,hinc,long
395,an,
395,the,long
395,do,short
395,na,
396,tar,
396,dam,long
396,qve,short
396,ra,short
396,ti,short
396,bus,
396,au,long
396,li,short
396,da,elision
396,hanc,long
396,ar,
396,cem,elision
396,oc,long
396,cu,short
396,pat,
397,pa,short
397,la,short
397,me,long
397,dis,short
397,il,long
397,le,
397,ge,short
397,ni,short
397,tor,short
397,et,long
397,cla,
397,rum,long
397,ma,short
397,nu,
398,lu,
398,men,long
398,ne,short
398,fan,long
398,da,
398,ver,long
398,ti,short
398,ce,elision
398,e,long
398,sum,
398,mo,elision
398,ef,long
398,fe,short
398,rens,
399,in,
399,sa,long
399,xa,short
399,du,long
399,cit,
399,per,long
399,fi,short
399,da,long
399,clas,
399,sem,long
399,fa,short
399,ce,
400,hae,long
400,rent,long
400,a,short
400,cu,long
400,tis,
400,ru,long
400,pi,short
400,bus,long
400,fi,
400,xae,long
400,ra,short
400,tes,
401,has,
401,in,short
401,o,short
401,pis,short
401,un,long
401,dae,long
401,bre,short
401,vi,short
401,a,short
401,com,long
401,mi,short
401,nu,short
401,unt,long
401,va,short
401,da,
402,pars,
402,ve,short
402,hi,short
402,tur,short
402,hu,long
402,jus,
402,pri,long
402,ma,short
402,pars,long
402,sco,short
402,pu,short
402,lo,long
402,se,short
402,det,
403,et,
403,frac,long
403,ta,short
403,fran,long
403,git,
403,jam,long
403,ti,short
403,ment,long
403,ter,
403,ram,long
403,ra,short
403,tes,
404,et,
404,ma,short
404,ri,short
404,a,short
404,ma,long
404,lunt,
404,ce,short
404,ci,short
404,dit,short
404,in,long
404,lu,
404,cem,long
404,fu,short
404,ror,
405,pos,
405,tq,long
405,li,short
405,ta,long
405,tum,elision
405,est,
405,i,long
405,li,short
405,o,long
405,phoe,long
405,bus,long
405,re,short
405,dit,
406,et,
406,dam,long
406,na,short
406,noc,long
406,tis,
406,tris,long
406,tis,short
406,os,long
406,ten,
406,dit,long
406,di,short
406,es,
407,u,
407,trum,long
407,ne,short
407,do,short
407,le,short
407,am,
407,lae,long
407,ter,short
407,an,long
407,re,short
407,du,short
407,cem,long
407,vi,short
407,rum,
408,re,short
408,me,short
408,as,long
408,se,short
408,lae,long
408,tor,
408,vul,long
408,nus,short
408,et,long
408,reg,
408,ni,long
408,gra,short
408,ve,
409,lu,
409,ge,long
409,re,short
409,co,long
409,gor,
409,red,long
409,de,short
409,jam,long
409,gra,
409,is,long
409,pa,short
409,ter,
410,al,
410,ti,short
410,so,short
410,na,short
410,qva,short
410,ti,short
410,ens,
410,reg,long
410,na,short
410,pla,long
410,ca,
410,tos,long
410,de,short
410,os,
411,nunc,
411,om,long
411,ne,short
411,lae,long
411,ta,
411,fron,long
411,de,short
411,ve,long
411,le,
411,tur,long
411,ca,short
411,put,
412,sa,
412,cri,short
412,fi,short
412,ca,short
412,dul,long
412,ces,
412,ti,long
412,bi,short
412,a,elision
412,ef,long
412,fun,
412,dat,long
412,mo,short
412,dos,
413,et,
413,ni,short
413,ve,short
413,a,short
413,mag,long
413,nas,
413,vic,long
413,ti,short
413,ma,elision
413,an,long
413,te,elision
413,a,
413,ras,long
413,ca,short
413,dat,
414,sed,
414,ec,long
414,ce,short
414,tur,long
414,ba,
414,tris,long
414,tis,short
414,in,long
414,com,
414,ptae,long
414,co,short
414,mas,
415,ef,
415,fre,long
415,na,short
415,phoe,long
415,bas,
415,en,long
415,the,short
415,as,long
415,lau,long
415,rus,long
415,qva,short
415,tit,
416,co,short
416,hi,short
416,be,long
416,te,short
416,la,short
416,cri,short
416,mas,
416,om,long
416,ne,short
416,qvas,long
416,tem,
416,pus,long
416,pe,short
416,tet,
417,tro,
417,a,short
417,des,short
417,et,short
417,ip,long
417,sae,long
417,ves,long
417,tra,short
417,la,long
417,men,
417,ta,long
417,bi,short
417,li,
418,lu,
418,ge,long
418,te,short
418,ge,short
418,mi,short
418,tu,
418,fu,long
418,ne,short
418,ra,elision
418,ae,long
418,rum,
418,nae,long
418,me,short
418,ae,long
419,so,short
419,ci,short
419,um,long
419,re,short
419,cu,long
419,sant,
419,cla,long
419,di,short
419,bus,long
419,qves,
419,tus,long
419,meis,short
420,re,short
420,mo,short
420,ve,long
420,te,short
420,nos,long
420,tris,
420,ip,long
420,sa,short
420,suf,long
420,fi,short
420,ci,short
420,am,long
420,ma,short
420,lis,
421,sed,
421,cur,long
421,sa,short
421,cra,long
421,tas,
421,de,long
421,ri,short
421,pis,long
421,ca,short
421,pi,short
421,ti,elision
421,in,long
421,fu,short
421,las,
422,mi,short
422,se,short
422,ris,long
422,co,short
422,len,long
422,dos,
422,ma,long
422,xi,short
422,me,short
422,su,short
422,pe,
422,ros,long
422,pu,short
422,tem,
423,vi,
423,ce,long
423,re,short
423,nos,long
423,tra,
423,jam,long
423,me,short
423,tus,long
423,om,
423,nis,long
423,ma,short
423,la,
424,eq,short
424,vi,short
424,dem,long
424,nec,short
424,ul,long
424,la,
424,cae,long
424,li,short
424,tes,long
424,pla,
424,co,long
424,pre,short
424,ce,
425,for,
425,tu,long
425,na,short
425,vi,long
425,res,
425,ip,long
425,sa,short
425,con,long
425,sum,
425,psit,long
425,su,short
425,as,
426,qvae,long
426,pa,short
426,tri,short
426,a,short
426,res,long
426,tat,
426,qvis,long
426,pa,short
426,ter,long
426,qvae,long
426,jam,long
426,so,short
426,ror,
427,bi,
427,be,long
427,re,short
427,tu,short
427,mu,short
427,li,
427,san,long
427,gvi,short
427,nem,elision
427,at,long
427,qve,elision
427,a,
427,rae,long
427,meum,short
428,qvid,
428,il,long
428,la,short
428,fe,long
428,lix,
428,tur,long
428,ba,short
428,fra,long
428,ter,
428,ni,long
428,gre,short
428,gis,
429,ex,
429,haus,long
429,ta,short
429,nem,long
429,pe,
429,re,long
429,gi,short
429,a,short
429,mi,short
429,se,
429,ri,long
429,se,short
429,nes,
430,va,short
430,cu,short
430,a,long
430,re,short
430,lic,long
430,ti,
430,tot,long
430,qve,short
430,per,long
430,tha,short
430,la,short
430,mos,long
430,vi,short
430,dent,
431,prae,long
431,ter,long
431,la,short
431,cae,long
431,nam,
431,ce,long
431,te,short
431,ras,long
431,vi,short
431,du,short
431,as,long
431,nu,short
431,rus,
432,fe,
432,cun,long
432,da,elision
432,in,short
432,ig,long
432,nes,
432,he,short
432,cu,short
432,ba,short
432,fa,long
432,to,
432,rum,long
432,no,short
432,vas,
433,ex,
433,per,long
433,ta,short
433,le,long
433,ges,
433,in,long
433,du,short
433,it,long
433,vul,
433,tos,long
433,fe,short
433,ros,
434,cir,
434,ca,long
434,ru,short
434,i,long
434,nas,
434,ra,short
434,bi,short
434,da,short
434,la,long
434,tra,
434,vit,long
434,su,short
434,as,
435,tro,
435,jae,long
435,su,short
435,per,long
435,stes,
435,hec,long
435,to,short
435,ri,long
435,pri,short
435,a,short
435,mo,long
435,si,short
435,bi,
436,si,
436,let,long
436,re,short
436,pen,long
436,te,
436,phoe,long
436,bas,short
436,et,long
436,pal,
436,lor,long
436,ge,short
436,nas,
437,cre,
437,ber,long
437,qve,short
437,to,long
437,tum,
437,pos,long
437,si,short
437,det,long
437,cor,
437,pus,long
437,tre,short
437,mor,
438,ste,
438,te,long
438,re,short
438,vit,long
438,tae,long
438,mol,long
438,lis,short
438,hor,long
438,res,
438,cit,long
438,co,short
438,ma,
439,an,
439,he,long
439,la,short
439,cor,long
439,da,
439,mur,long
439,mu,short
439,re,elision
439,in,long
439,clu,
439,so,long
439,fre,short
439,munt,
440,in,
440,cer,long
440,ta,short
440,nu,long
440,tant,
440,lu,long
440,mi,short
440,na,elision
440,et,long
440,ver,
440,si,long
440,re,short
440,tro,
441,tor,
441,qven,long
441,tur,short
441,o,short
441,cu,short
441,li,
441,rur,long
441,sus,short
441,im,long
441,mo,
441,ti,long
441,ri,short
441,gent,
442,nunc,
442,le,short
442,vat,short
442,in,short
442,au,long
442,ras,
442,al,long
442,ti,short
442,or,long
442,so,short
442,li,short
442,to,long
442,ca,short
442,put,
443,gra,short
443,di,short
443,tur,long
443,qve,short
443,cel,long
443,sa,
443,nunc,long
443,re,short
443,luc,long
443,tan,
443,tis,long
443,pa,short
443,rat,
444,re,short
444,se,short
444,ra,long
444,re,short
444,fau,long
444,ces,
444,ver,long
444,ba,short
444,nunc,long
444,clau,long
444,so,long
444,ma,short
444,le,
445,cus,
445,to,long
445,dit,short
445,o,long
445,re,
445,mae,long
445,nas,short
445,im,long
445,pa,short
445,ti,short
445,ens,long
445,dei,short
446,qvid,
446,me,long
446,fu,short
446,ro,long
446,ris,
446,in,long
446,ci,short
446,tam,long
446,sti,short
446,mu,short
446,lis,long
446,no,short
446,vi,
447,qvid,
447,men,long
447,tis,short
447,in,short
447,o,short
447,pem,
447,sa,long
447,cra,short
447,par,long
447,na,
447,si,long
447,ju,short
447,ga,
448,ra,short
448,pi,short
448,tis,long
448,re,short
448,ce,long
448,de,
448,phoe,long
448,be,short
448,jam,long
448,non,
448,sum,long
448,tu,short
448,a,
449,ex,
449,tin,long
449,gve,short
449,flam,long
449,mas,
449,pec,long
449,to,short
449,ri,elision
449,in,long
449,fi,
449,xas,long
449,me,short
449,o,
450,cui,short
450,nunc,long
450,va,short
450,gor,long
450,ve,
450,sa,long
450,na,short
450,cui,short
450,bac,
450,chor,long
450,fu,short
450,rens,
451,jam,
451,tro,long
451,ja,short
451,ce,short
451,ci,short
451,dit,
451,fal,long
451,sa,short
451,qvid,long
451,va,
451,tes,long
451,a,short
451,gor,
452,u,short
452,bi,short
452,sum,long
452,fu,short
452,git,long
452,lux,
452,al,long
452,ma,elision
452,et,short
452,ob,long
452,scu,
452,rat,long
452,ge,short
452,nas,
453,nox,
453,al,long
453,ta,elision
453,et,short
453,aet,long
453,her,
453,ab,long
453,di,short
453,tus,long
453,te,short
453,ne,short
453,bris,long
453,la,short
453,tet,
454,sed,
454,ec,long
454,ce,short
454,ge,short
454,mi,short
454,no,
454,so,long
454,le,short
454,prae,long
454,ful,
454,get,long
454,di,short
454,es,
455,ge,short
455,mi,short
455,num,long
455,qve,short
455,du,short
455,pli,short
455,ces,
455,ar,long
455,gos,short
455,at,long
455,tol,
455,lit,long
455,do,short
455,mus,
456,i,
456,dae,long
456,a,short
456,cer,long
456,no,
456,ne,short
456,mo,short
456,ra,short
456,fa,long
456,ta,
456,lis,long
456,se,short
456,det,
457,in,
457,ter,long
457,po,short
457,ten,long
457,tes,
457,ar,long
457,bi,short
457,ter,long
457,pas,
457,tor,long
457,de,short
457,as,
458,a,
458,gres,long
458,tis,short
458,is,long
458,te,elision
458,a,
458,lum,long
458,nus,short
458,e,long
458,ver,
458,tet,long
458,do,short
458,mum,
459,des,
459,tric,long
459,ta,short
459,prae,long
459,fert,
459,qvem,long
459,pe,short
459,tit,long
459,dex,
459,tra,long
459,vi,short
459,rum,
460,la,
460,cae,long
460,na,short
460,cul,long
460,tu,
460,fer,long
460,rum,elision
460,a,short
460,ma,long
460,zo,short
460,ni,short
460,um,long
460,ge,short
460,rens,
461,qvae,long
461,ver,long
461,sat,short
461,o,short
461,cu,short
461,los,
461,a,short
461,li,short
461,a,short
461,nunc,long
461,fa,short
461,ci,short
461,es,long
461,me,short
461,os,
462,vic,
462,tor,long
462,fe,short
462,ra,long
462,rum,
462,col,long
462,la,short
462,su,long
462,bli,
462,mis,long
462,ja,short
462,cet,
463,ig,
463,no,long
463,bi,short
463,li,long
463,sub,
463,den,long
463,te,short
463,mar,long
463,ma,short
463,ri,short
463,cus,long
463,le,short
463,o,
464,mor,
464,sus,long
464,cru,short
464,en,long
464,tos,
464,pas,long
464,sus,short
464,au,long
464,da,
464,cis,long
464,le,short
464,ae,long
465,qvid,
465,me,long
465,vo,short
465,ca,long
465,tis,
465,sos,long
465,pi,short
465,tem,long
465,so,
465,lam,elision
465,e,long
465,meis,short
466,um,
466,brae,long
466,me,short
466,o,long
466,rum,
466,te,long
466,seq,short
466,vor,long
466,to,
466,ta,long
466,pa,short
466,ter,
467,ter,
467,ror,long
467,qve,short
467,da,short
467,naum,short
467,non,long
467,e,short
467,go,elision
467,an,long
467,tiq,
467,vum,long
467,de,short
467,cus,
468,vi,short
468,de,short
468,o,elision
468,aut,long
468,ca,short
468,len,long
468,tes,
468,ra,short
468,ti,short
468,bus,short
468,ex,long
468,us,
468,tis,long
468,ma,short
468,nus,
469,sed,
469,la,short
469,ce,short
469,ra,short
469,mem,long
469,bra,elision
469,et,
469,sau,long
469,ci,short
469,os,long
469,vin,
469,clo,long
469,gra,short
469,vi,
470,il,
470,los,long
470,la,short
470,cer,long
470,tos,
470,te,long
470,seq,short
470,vor,long
470,ni,short
470,mi,short
470,um,long
470,ci,short
470,to,
471,con,
471,gres,long
471,se,elision
471,ac,short
471,hil,long
471,li,
471,tro,long
471,i,short
471,le,elision
471,in,long
471,cer,
471,tos,long
471,ge,short
471,ris,
472,deip,
472,ho,short
472,be,short
472,vul,long
472,tus,
472,con,long
472,ju,short
472,gis,long
472,mu,
472,nus,long
472,no,short
472,vae,long
473,ju,
473,vat,long
473,per,short
473,ip,long
473,sos,
473,in,long
473,gre,short
473,di,long
473,sty,short
473,gi,short
473,os,long
473,la,short
473,cus,
474,ju,
474,vat,long
474,vi,short
474,de,long
474,re,
474,tar,long
474,ta,short
474,ri,long
474,sae,long
474,vum,long
474,ca,short
474,nem,
475,a,short
475,vi,short
475,diq,long
475,ve,short
475,reg,long
475,na,
475,di,long
475,tis,short
475,haec,long
475,ho,short
475,di,short
475,e,long
475,ra,short
475,tis,
476,ph,short
476,le,short
476,get,long
476,hon,short
476,a,long
476,tri,
476,re,long
476,gi,short
476,as,long
476,a,short
476,ni,short
476,mas,long
476,ve,short
476,het,
477,vic,
477,tam,long
477,qve,short
477,vic,long
477,tri,
477,cem,long
477,qve,short
477,vos,long
477,um,
477,brae,long
477,pre,short
477,cor,
478,ju,
478,ra,long
478,ta,short
478,su,short
478,pe,short
478,ris,
478,un,long
478,da,short
478,te,long
478,pa,short
478,ri,short
478,ter,long
478,pre,short
478,cor,
479,le,short
479,vis,short
479,ut,long
479,my,short
479,ce,long
479,nas,
479,tur,long
479,ba,short
479,pros,long
479,pi,short
479,ci,short
479,at,long
479,ph,short
479,ry,
480,spec,
480,ta,long
480,te,short
480,mi,short
480,se,short
480,ri,
480,fa,long
480,ta,short
480,se,long
480,ver,
480,tunt,long
480,re,short
480,tro,
481,jam,
481,per,long
481,va,short
481,ga,long
481,tus,
481,ip,long
481,se,short
481,se,long
481,fre,
481,git,long
481,fu,short
481,ror,
482,ca,
482,dit,long
482,qve,short
482,fle,long
482,xo,
482,qva,long
482,lis,short
482,an,long
482,te,elision
482,a,
482,ras,long
482,ge,short
482,nu,
483,cer,
483,vi,long
483,ce,short
483,tau,long
483,rus,
483,vul,long
483,nus,short
483,in,long
483,cer,
483,tum,long
483,ge,short
483,rens,
484,re,short
484,le,short
484,ve,long
484,mus,short
484,ar,long
484,tu,
484,sen,long
484,de,short
484,os,long
484,tan,
484,dem,long
484,su,short
484,os,
485,vic,
485,tri,long
485,ce,short
485,lav,long
485,ru,
485,cin,long
485,ctus,short
485,a,short
485,ga,short
485,mem,
485,non,long
485,a,short
485,dit,
486,et,
486,fes,long
486,ta,short
486,con,long
486,junx,
486,ob,long
486,vi,short
486,os,long
486,il,
486,li,long
486,tu,short
486,lit,
487,gres,
487,sus,long
487,re,short
487,dit,long
487,qve,
487,jun,long
487,cta,short
487,con,long
487,cor,
487,di,long
487,gra,short
487,du,
488,tan,
488,dem,long
488,re,short
488,ver,long
488,tor,
488,sos,long
488,pes,short
488,ad,long
488,pa,short
488,tri,short
488,os,long
488,la,short
488,res,
489,o,
489,ca,long
489,ra,short
489,sal,long
489,ve,
489,ter,long
489,ra,short
489,ti,short
489,bi,short
489,tot,
489,bar,long
489,ba,short
489,rae,long
490,de,
490,de,long
490,re,short
490,gen,long
490,tes,
490,spo,short
490,li,short
490,a,short
490,ti,short
490,bi,short
490,fe,
490,lix,long
490,di,short
490,u,
491,po,
491,ten,long
491,tis,short
491,a,short
491,si,short
491,ae,long
491,do,short
491,mi,short
491,na,short
491,sum,long
491,mi,
491,sit,long
491,ma,short
491,nus,
492,qvid,
492,is,long
492,ta,short
492,va,long
492,tes,
492,cor,long
492,pus,short
492,ef,long
492,fu,
492,sa,elision
492,ac,long
492,tre,short
492,mens,
493,du,short
493,bi,short
493,a,long
493,la,short
493,bat,long
493,cer,
493,vi,long
493,ce,short
493,fa,short
493,mu,short
493,li,elision
493,at,
493,tol,long
493,li,short
493,te,
494,re,short
494,fo,short
494,ve,long
494,te,short
494,ge,short
494,li,short
494,do,
494,la,short
494,ti,short
494,ce,short
494,jam,long
494,re,short
494,ci,short
494,pit,long
494,di,short
494,em,
495,mar,
495,cen,long
495,te,short
495,vi,long
495,su,
495,sus,long
495,ci,short
495,ta,long
495,sen,
495,sus,long
495,tu,short
495,os,
496,op,
496,ta,long
496,tus,short
496,il,long
496,le,
496,por,long
496,tus,short
496,ae,long
496,rum,
496,nis,long
496,a,short
496,dest,
497,fes,
497,tus,long
497,di,short
497,es,long
497,est,
497,fes,long
497,tus,short
497,et,long
497,tro,
497,jae,long
497,fu,short
497,it,
498,hanc,
498,fi,long
498,da,short
498,fa,short
498,mu,short
498,li,
498,tur,long
498,ba,short
498,dum,elision
498,ex,long
498,cu,short
498,ti,short
498,at,long
498,deum,short
499,re,short
499,ti,short
499,ne,long
499,te,short
499,ne,long
499,qvid,
499,im,long
499,po,short
499,tens,long
499,pec,
499,cet,long
499,fu,short
499,ror,
500,at,
500,te,long
500,pa,short
500,ter,long
500,qvi,
500,sae,long
500,va,short
500,tor,long
500,qves,
500,ful,long
500,mi,short
500,na,
501,pel,
501,lis,long
501,qve,short
501,nu,long
501,bes,
501,si,long
501,de,short
501,ra,elision
501,et,long
501,ter,
501,ras,long
501,re,short
501,gis,
502,ad,
502,qvem,long
502,tri,short
502,um,long
502,phi,
502,spo,short
502,li,short
502,a,short
502,vic,long
502,to,
502,res,long
502,fe,short
502,runt,
503,et,
503,te,long
503,so,short
503,ro,long
503,rem,
503,cun,long
503,cta,short
503,pol,long
503,len,
503,tis,long
503,vi,short
503,ri,
504,ar,
504,go,short
504,li,short
504,ca,short
504,ju,long
504,no,
504,pe,short
504,co,short
504,re,short
504,vo,long
504,ti,
504,vo,long
504,li,short
504,bens,
505,a,short
505,ra,short
505,bum,long
505,qve,short
505,do,long
505,nis,
505,sup,long
505,pli,short
505,ce,elision
505,et,long
505,fi,
505,bra,long
505,co,short
505,lam,
506,res,
506,a,short
506,gi,short
506,tur,short
506,in,long
506,tus,
506,mag,long
506,na,short
506,par,long
506,an,
506,nis,long
506,de,short
506,cem,
507,pre,short
507,ti,short
507,um,long
507,fu,short
507,ro,long
507,ris,
507,vi,long
507,ci,short
507,mus,long
507,vic,
507,ti,long
507,ph,short
507,ry,
508,be,
508,ne,elision
508,est,long
508,re,short
508,sur,long
508,gis,
508,tro,long
508,ja,short
508,tra,long
508,xis,
508,ti,long
508,ja,short
508,cens,
509,pa,
509,res,long
509,my,short
509,ce,long
509,nas,
509,ter,long
509,ga,short
509,dat,long
509,vic,
509,tor,long
509,tu,short
509,us,
510,tam,
510,cla,long
510,ra,short
510,num,long
510,qvam,
510,pro,long
510,vi,short
510,dae,long
510,men,
510,tis,long
510,fu,short
510,ror,
511,os,
511,ten,long
511,dit,short
511,o,short
511,cu,short
511,lis,
511,vi,short
511,de,short
511,o,elision
511,et,short
511,in,long
511,ter,
511,sum,elision
511,et,long
511,fru,short
511,or,
512,i,
512,ma,long
512,go,short
512,vi,long
512,sus,
512,du,short
512,bi,short
512,a,short
512,non,long
512,fal,
512,lit,long
512,me,short
512,os,
513,spec,
513,te,long
513,mus,short
513,e,short
513,pu,short
