line,syllable,label
513,lae,long
513,re,long
513,gi,short
513,a,elision
513,in,long
513,struc,
513,tae,long
513,do,short
513,mo,
514,qva,
514,les,long
514,fu,short
514,e,long
514,runt,
514,ul,long
514,ti,short
514,mae,long
514,ph,short
514,ry,short
514,gi,long
514,da,short
514,pes,
515,ce,short
515,le,short
515,bran,long
515,tur,short
515,os,long
515,tro,
515,lec,long
515,tus,short
515,i,long
515,li,short
515,a,short
515,co,long
515,ni,short
515,tet,
516,me,
516,rum,long
516,qve,elision
516,in,short
516,au,long
516,ro,
516,ve,short
516,te,short
516,ris,short
516,as,long
516,sa,short
516,ra,short
516,ci,long
516,tra,short
516,hunt,
517,et,
517,ip,long
517,se,short
517,pic,long
517,ta,
517,ves,long
517,te,short
517,su,long
517,bli,
517,mis,long
517,ja,short
517,cet,
518,pri,short
518,a,short
518,mi,long
518,su,short
518,per,long
518,bas,
518,cor,long
518,po,short
518,re,elision
518,ex,long
518,u,short
518,vi,short
518,as,long
518,ge,short
518,rens,
519,de,
519,tra,short
519,he,short
519,re,short
519,cul,long
519,tus,
519,u,long
519,xor,short
519,hos,long
519,ti,
519,les,long
519,ju,short
519,bet,
520,in,
520,du,short
520,e,short
520,re,short
520,po,short
520,ti,short
520,us,
520,con,long
520,ju,short
520,gis,long
520,fi,
520,dae,long
520,ma,short
520,nu,
521,tex,
521,tos,long
521,a,short
521,mic,long
521,tus,
521,hor,long
521,re,short
521,o,elision
521,at,long
521,qve,elision
521,a,short
521,ni,short
521,mo,long
521,tre,short
521,mo,
522,re,
522,gem,long
522,ne,short
522,pe,short
522,ri,short
522,met,
522,ex,long
522,ul,short
522,et,short
522,a,short
522,dul,
522,ter,long
522,vi,short
522,rum,
523,ve,
523,ne,long
523,re,short
523,fa,long
523,ta,
523,san,long
523,gvi,short
523,nem,elision
523,ex,long
523,tre,
523,mae,long
523,da,short
523,pes,
524,do,short
524,mi,short
524,ni,long
524,vi,short
524,de,long
524,bunt,
524,et,long
524,cru,short
524,or,long
524,bac,
524,cho,elision
524,in,long
524,ci,short
524,det,
525,mor,
525,ti,short
525,fe,short
525,ra,short
525,vin,long
525,ctum,
525,per,long
525,fi,short
525,dae,long
525,tra,
525,dit,long
525,ne,short
525,ci,
526,in,
526,du,long
526,ta,short
526,ves,long
526,tis,
526,ex,long
526,i,short
526,tum,long
526,ma,short
526,ni,short
526,bus,long
526,ne,short
526,gant,
527,ca,
527,put,long
527,qve,short
527,la,long
527,xi,elision
527,et,
527,in,long
527,vi,short
527,i,long
527,clu,
527,dunt,long
527,si,short
527,nus,
528,hau,long
528,rit,long
528,tre,short
528,men,long
528,ti,
528,se,long
528,mi,short
528,vir,long
528,dex,
528,tra,long
528,la,short
528,tus,
529,nec,
529,pe,short
529,ni,short
529,tus,short
529,e,long
529,git,
529,vul,long
529,ne,short
529,re,elision
529,in,long
529,me,short
529,di,short
529,o,long
529,stu,short
529,pet,
530,at,
530,il,long
530,le,elision
530,ut,short
530,al,long
530,tis,
530,his,long
530,pi,short
530,dus,long
530,sil,
530,vis,long
530,a,short
530,per,
531,cum,
531,cas,long
531,se,short
531,vin,long
531,ctus,
531,tem,long
531,ptat,short
531,e,long
531,gres,
531,sus,long
531,ta,short
531,men,
532,ar,
532,tat,long
532,qve,short
532,mo,long
532,tu,
532,vin,long
532,cla,elision
532,et,short
532,in,long
532,cas,
532,sum,long
532,fu,short
532,rit,
533,cu,
533,pit,long
533,flu,short
533,en,long
533,tes,
533,un,long
533,diq,short
533,ve,elision
533,et,long
533,cae,long
533,cos,long
533,si,short
533,nus,
534,dis,
534,si,short
534,ce,short
534,re,elision
534,et,short
534,hos,long
534,tem,
534,qvae,long
534,rit,short
534,im,long
534,pli,short
534,ci,short
534,tus,long
534,su,short
534,um,
535,ar,
535,mat,long
535,bi,short
535,pen,long
535,ni,
535,tyn,long
535,da,short
535,ris,long
535,dex,
535,tram,long
535,fu,short
535,rens,
536,qva,
536,lis,long
536,qve,elision
536,ad,short
536,a,long
536,ras,
536,col,long
536,la,short
536,tau,long
536,ro,
536,rum,long
536,pri,short
536,us,
537,sic,
537,huc,long
537,et,short
537,il,long
537,luc,
537,im,long
537,pi,short
537,am,long
537,li,
537,brat,long
537,ma,short
537,num,
538,ha,
538,bet,long
538,pe,short
538,rac,long
538,tum,elision
538,est,
538,pen,long
538,det,short
538,ex,long
538,i,short
538,gu,short
538,a,long
538,ma,short
538,le,
539,ca,short
539,put,short
539,am,long
539,pu,short
539,ta,long
539,tum,
539,par,long
539,te,elision
539,et,short
539,hinc,long
539,trun,
539,co,long
539,cru,short
539,or,
540,ex,
540,un,long
540,dat,short
540,il,long
540,linc,
540,o,long
540,ra,short
540,cum,long
540,fre,short
540,mi,short
540,tu,long
540,ja,short
540,cent,
541,non,
541,dum,long
541,re,short
541,ce,long
541,dunt,
541,il,long
541,le,short
541,jam,elision
541,ex,long
541,a,short
541,ni,short
541,mem,long
541,pe,short
541,tit,
542,la,short
542,ce,short
542,rat,long
542,qve,short
542,cor,long
542,pus,
542,il,long
542,la,short
542,fo,short
542,di,short
542,en,
542,tem,elision
542,ad,long
542,ju,short
542,vat,
543,u,
543,ter,long
543,qve,short
543,tan,long
543,to,
543,sce,short
543,le,short
543,re,short
543,res,long
543,pon,
543,det,long
543,su,short
543,is,
544,est,
544,hic,long
544,thy,short
544,es,long
544,tae,long
544,na,long
544,tus,short
544,haec,long
544,he,short
544,le,short
544,nae,long
544,so,short
544,ror,
545,stat,
545,ec,long
545,ce,short
545,ti,long
545,tan,
545,du,short
545,bi,short
545,us,short
545,e,long
545,me,short
545,ri,short
545,to,long
545,di,short
545,e,
546,su,
546,a,long
546,ne,short
546,cur,long
546,rat,
546,an,long
546,thy,short
546,es,long
546,te,
546,a,long
546,vi,short
546,a,
547,fu,
547,ge,elision
547,o,long
547,pa,short
547,ter,long
547,nae,long
547,mor,long
547,tis,short
547,au,long
547,xi,short
547,li,short
547,um,elision
547,u,long
547,ni,short
547,cum,
548,fu,
548,ge,elision
548,et,long
548,sce,short
548,les,long
548,tas,
548,hos,long
548,ti,short
548,um,elision
548,e,long
548,vi,
548,ta,long
548,ma,short
548,nus,
549,e,
549,ver,long
549,sa,short
549,do,short
549,mus,short
549,est,
549,fun,long
549,di,short
549,tus,long
549,reg,
549,na,elision
549,oc,long
549,ci,short
549,dunt,
550,qvis,
550,is,long
550,te,short
550,ce,short
550,le,short
550,res,
550,con,long
550,ci,short
550,tus,long
550,cur,
550,rus,long
550,a,short
550,git,
551,ger,
551,ma,long
551,ne,short
551,vul,long
551,tus,
551,ves,long
551,te,short
551,fu,long
551,ra,
551,bor,long
551,tu,short
551,os,
552,qvid,
552,a,short
552,ni,short
552,me,short
552,de,long
552,mens,
552,re,short
552,fu,short
552,gis,short
552,ex,long
552,ter,
552,nos,long
552,ti,short
552,mes,
553,do,
553,mus,long
553,ti,short
553,men,long
553,da,elision
553,est,
553,po,long
553,ne,short
553,jam,long
553,tre,short
553,pi,short
553,dos,long
553,me,short
553,tus,
554,o,
554,res,long
554,ta,elision
554,a,short
554,mi,long
554,ci,
554,fi,long
554,da,short
554,prae,long
554,si,short
554,di,short
554,a,elision
554,in,long
554,tu,short
554,or,
555,pal,
555,ma,long
555,re,short
555,ver,long
555,tor,
555,cau,long
555,sa,short
555,ve,short
555,ni,short
555,en,
555,di,long
555,fu,short
555,it,
556,gra,
556,ta,long
556,ri,elision
556,a,short
556,mi,long
556,co,
556,cu,long
556,jus,short
556,im,long
556,pul,
556,sum,long
556,ma,short
556,nu,
557,ce,short
557,ci,short
557,dit,long
557,de,short
557,cen,long
557,ni,
557,mar,long
557,te,short
557,con,long
557,cus,
557,sum,elision
557,i,long
557,li,short
557,um,
558,qvae,long
558,nam,elision
558,is,long
558,ta,short
558,la,short
558,cri,short
558,mis,
558,lu,long
558,gu,short
558,brem,long
558,vul,
558,tum,long
558,ri,short
558,gat,
559,pa,
559,vet,long
559,qve,short
559,maes,long
559,ta,
559,re,long
559,gi,short
559,um,elision
559,ag,long
559,nos,
559,co,long
559,ge,short
559,nus,
560,e,
560,lec,long
560,tra,short
560,fle,long
560,tus,
560,cau,long
560,sa,short
560,qvae,long
560,lae,long
560,ta,elision
560,in,long
560,do,short
560,mo,elision
560,est,
561,pa,
561,ter,long
561,pe,short
561,rem,long
561,ptus,
561,sce,short
561,le,short
561,re,short
561,ma,long
561,ter,
561,no,long
561,ja,short
561,cet,
562,co,
562,mes,long
562,pa,short
562,ter,long
562,nae,long
562,qvae,long
562,ri,short
562,tur,long
562,na,
562,tus,long
562,ne,short
562,ci,
563,ae,long
563,gis,long
563,thus,short
563,ar,long
563,ces,
563,ve,short
563,ne,short
563,re,short
563,qvae,long
563,si,
563,tas,long
563,te,short
563,net,
564,o,
564,nul,long
564,la,short
564,lon,long
564,gi,
564,tem,long
564,po,short
564,ris,long
564,fe,
564,li,long
564,ci,short
564,tas,
565,per,
565,te,long
565,pa,short
565,ren,long
565,tis,
565,me,short
565,mo,short
565,ri,short
565,am,elision
565,ob,long
565,tes,
565,tor,long
565,mei,short
566,per,
566,scep,long
566,tra,short
566,ter,long
566,ris,
566,no,long
566,ta,short
566,per,long
566,du,short
566,bi,short
566,os,long
566,de,short
566,os,
567,re,short
567,ci,short
567,pe,elision
567,hunc,long
567,o,short
567,res,long
567,ten,
567,ac,long
567,pi,short
567,um,long
567,fur,
567,tum,elision
567,oc,long
567,cu,short
567,le,
568,et,
568,si,long
568,ti,short
568,men,long
568,dum,
568,cae,long
568,sus,short
568,a,short
568,ga,short
568,mem,
568,non,long
568,do,short
568,cet,
569,ag,
569,gre,short
569,di,short
569,ar,short
569,et,long
569,te,elision
569,o,
569,res,long
569,ta,short
569,fu,long
569,ra,
569,bor,long
569,li,short
569,bens,
570,ca,
570,pe,elision
570,hoc,long
570,de,short
570,co,long
570,rum,
570,lu,long
570,di,short
570,cri,long
570,cer,
570,ta,long
570,mi,short
570,nis,
571,in,
571,sig,long
571,ne,short
571,fron,long
571,tis,
571,lae,long
571,va,short
571,vic,long
571,tri,
571,cem,long
571,te,short
571,nens,
572,fron,
572,dem,long
572,vi,short
572,ren,long
572,ti,
572,pro,long
572,te,short
572,gat,long
572,ra,
572,mo,long
572,ca,short
572,put,
573,et,
573,is,long
573,ta,short
573,do,long
573,num,
573,pal,long
573,ma,short
573,pi,long
573,saei,long
573,jo,short
573,vis,
574,ve,
574,la,long
574,men,short
574,e,short
574,a,short
574,dem,
574,praes,long
574,tet,short
574,at,long
574,qve,elision
574,o,
574,men,long
574,ti,short
574,bi,
575,tuq,
575,ve,elision
575,o,long
575,pa,short
575,ter,long
575,nis,
575,as,long
575,si,short
575,dens,long
575,fre,
575,nis,long
575,co,short
575,mes,
576,vos,
576,grae,long
576,ci,short
576,a,long
576,nunc,
576,tes,long
576,te,short
576,ve,long
576,lo,
576,ces,long
576,eq,short
576,vi,
577,in,
577,fi,long
577,da,short
577,cur,long
577,su,
577,fu,short
577,gi,short
577,te,short
577,prae,long
577,ci,short
577,pi,short
577,ti,long
577,lo,short
577,ca,
578,ex,
578,ces,long
578,sit,short
578,a,short
578,bi,short
578,it,
578,cur,long
578,rus,short
578,ef,long
578,fre,
578,no,elision
578,im,long
578,pe,short
578,tu,
579,ef,
579,fu,long
579,git,short
579,a,short
579,ci,short
579,em,
579,tu,long
579,ta,short
579,jam,elision
579,op,long
579,pe,short
579,ri,short
579,ar,long
579,me,short
579,os,
580,hos,
580,tes,long
580,et,short
580,ul,long
580,tro,
580,vul,long
580,ne,short
580,ri,elision
580,op,long
580,po,
580,nam,long
580,ca,short
580,put,
581,a,
581,dest,long
581,cru,short
581,en,long
581,ta,
581,con,long
581,ju,short
581,gis,long
581,vic,
581,trix,long
581,su,short
581,i,
582,et,
582,sig,long
582,na,short
582,cae,long
582,dis,
582,ves,long
582,te,short
582,ma,short
582,cu,short
582,la,
582,ta,long
582,ge,short
582,rit,
583,ma,
583,nus,long
583,re,short
583,cen,long
583,ti,
583,san,long
583,gvi,short
583,ne,elision
583,e,short
583,ti,short
583,am,
583,nunc,long
583,ma,short
583,dent,
584,vul,
584,tus,long
584,qve,short
584,prae,long
584,se,
584,sce,short
584,le,short
584,ra,short
584,tru,short
584,cu,short
584,len,
584,ti,long
584,fe,short
584,runt,
585,con,
585,ce,long
585,dam,elision
585,ad,short
585,a,long
585,ras,
585,pa,short
585,te,short
585,re,short
585,me,long
585,vit,
585,tis,long
585,tu,short
585,is,
586,cas,
586,san,long
586,dra,short
586,jun,long
586,gi,
586,pa,short
586,ri,short
586,a,short
586,me,short
586,tu,short
586,en,
586,tem,long
586,ti,short
586,bi,
587,hos,
587,tis,long
587,pa,short
587,ren,long
587,tis,
587,im,long
587,pi,short
587,um,elision
587,at,long
587,qve,elision
587,au,long
587,dax,long
587,ca,short
587,put,
588,qvo,
588,mo,long
588,re,short
588,coe,long
588,tus,
588,pu,long
588,bli,short
588,cos,long
588,vir,
588,go,long
588,pe,short
588,tis,
589,a,short
589,ni,short
589,mos,long
589,vi,short
589,ri,long
589,les,
589,cor,long
589,de,short
589,tu,short
589,me,short
589,fac,
589,to,long
589,ge,short
589,ris,
590,sed,
590,a,short
590,ge,short
590,re,short
590,do,short
590,mi,short
590,ta,
590,fe,long
590,mi,short
590,nam,long
590,dis,
590,ces,long
590,ma,short
590,lo,
591,ni,short
591,si,short
591,for,long
591,te,short
591,fal,long
591,lor,
591,fe,long
591,mi,short
591,nas,long
591,fer,
591,rum,long
591,de,short
591,cet,
592,et,
592,es,long
592,se,short
592,de,long
592,mens,
592,te,long
592,pa,short
592,rem,long
592,no,
592,bis,long
592,pu,short
592,tas,
593,vo,
593,bis,long
593,qvis,short
593,is,long
593,te,elision
593,est,
593,al,long
593,ter,short
593,a,short
593,ga,short
593,mem,
593,non,long
593,tu,short
593,us,
594,ut,
594,vi,short
594,du,short
594,a,short
594,loq,short
594,ve,short
594,re,
594,vir,long
594,ca,short
594,ret,long
594,vi,
594,ta,long
594,tu,short
594,us,
595,in,
595,do,short
595,mi,short
595,ta,short
595,pos,long
595,thac,
595,vir,long
595,gi,short
595,nis,long
595,ver,
595,ba,elision
595,im,long
595,pi,short
595,ae,long
596,re,
596,gi,long
596,na,short
596,fran,long
596,gam,
596,ci,short
596,ti,short
596,us,short
596,in,long
596,te,short
596,re,short
596,a,long
596,mi,short
596,hi,
597,e,
597,dis,long
597,se,short
597,re,elision
597,u,short
597,bi,short
597,sit,
597,gna,long
597,tus,short
597,u,short
597,bi,short
597,fra,
597,ter,long
597,tu,short
597,us,
598,tu,
598,to,long
598,qvi,short
598,e,long
598,tus,
598,reg,long
598,na,short
598,non,long
598,me,short
598,tu,short
598,ens,long
598,no,short
598,va,
599,jus,
599,tae,long
599,pa,short
599,ren,long
599,ti,
599,sa,short
599,tis,short
599,at,short
599,i,long
599,ra,
599,tae,long
599,pa,short
599,rum,
600,mo,short
600,ri,short
600,e,long
600,ris,short
600,ho,short
600,di,short
600,e,
600,dum,long
600,mo,short
600,do,elision
600,hac,long
600,mo,short
600,ri,short
600,ar,long
600,ma,short
600,nu,
601,re,
601,ce,long
601,do,elision
601,ab,short
601,a,long
601,ris,
601,si,long
601,ve,short
601,te,long
601,ju,short
601,gu,short
601,lo,long
601,ju,short
601,vat,
602,mer,
602,sis,long
602,se,short
602,fer,long
602,rum,
602,prae,long
602,be,short
602,o,long
602,ju,short
602,gu,short
602,lum,long
602,ti,short
602,bi,
603,in,
603,ten,long
603,ta,short
603,cer,long
603,vix,
603,vul,long
603,nus,short
603,ex,long
603,pec,
603,tat,long
603,tu,short
603,um,
604,sce,
604,lus,long
604,pa,short
604,ra,long
604,tum,elision
604,est,
604,cae,long
604,de,short
604,res,long
604,per,
604,sam,long
604,vi,short
604,ri,
605,at,
605,qve,elision
605,ob,long
605,so,short
605,le,long
605,tam,
605,san,long
605,gvi,short
605,ne,elision
605,hoc,long
605,dex,
605,tram,elision
605,a,long
605,blu,short
605,e,
606,con,
606,sors,long
606,pe,short
606,ri,long
606,cli,
606,pa,short
606,ri,short
606,ter,short
606,ac,long
606,reg,
606,ni,long
606,mei,short
607,ae,long
607,gis,long
607,the,short
607,gra,short
607,de,short
607,re,
607,gna,long
607,ta,short
607,ge,short
607,ne,short
607,tri,
607,cem,elision
607,im,long
607,pi,short
607,e,
608,pro,
608,bris,long
608,la,short
608,ces,long
608,sit,
608,oc,long
608,cu,short
608,lit,long
608,fra,
608,trem,elision
608,ab,long
608,di,short
608,tum,
609,fu,short
609,ri,short
609,bun,long
609,da,short
609,vir,long
609,go,
609,vo,long
609,cis,short
609,in,long
609,fan,
609,dae,long
609,so,short
609,num,
610,et,
610,au,long
610,re,short
610,ver,long
610,ba,elision
610,in,
610,dig,long
610,na,short
610,ma,long
610,ter,
610,na,elision
610,op,long
610,pri,short
610,me,
611,e,short
611,ti,short
611,am,long
611,mo,short
611,ne,long
611,bit,
611,sce,short
611,le,short
611,ris,short
611,in,long
611,fan,
611,di,elision
611,ar,long
611,ti,short
611,fex,
612,per,
612,sce,short
612,le,short
612,ra,short
612,na,long
612,tus,
612,no,long
612,men,short
612,am,long
612,bi,short
612,gu,short
612,um,long
612,su,short
612,is,
613,i,
613,dem,long
613,so,short
613,ro,long
613,ris,
613,gna,long
613,tus,short
613,et,long
613,pa,
613,tris,long
613,ne,short
613,pos,
614,ae,long
614,gis,long
614,the,short
614,ces,long
614,sas,
614,im,long
614,pi,short
614,um,long
614,fer,
614,ro,long
614,ca,short
614,put,
615,de,
615,me,short
615,te,short
615,re,short
615,fra,long
615,trem,
615,red,long
615,dat,short
615,aut,long
615,a,short
615,ni,short
615,mam,long
615,sta,short
615,tim,
616,ab,
616,stru,long
616,sa,short
616,cae,long
616,co,
616,car,long
616,ce,short
616,re,elision
616,et,long
616,sa,
616,xo,elision
616,ex,long
616,i,short
616,gat,
617,ae,long
617,vum,long
617,per,short
617,om,long
617,nes,
617,tor,long
617,ta,short
617,poe,long
617,na,
617,rum,long
617,mo,short
617,dos,
618,re,
618,fer,long
618,re,short
618,qvem,long
618,nunc,
618,oc,long
618,cu,short
618,lit,long
618,for,
618,san,long
618,vo,short
618,let,
619,in,
619,ops,long
619,e,short
619,gens,long
619,in,
619,clu,long
619,sa,short
619,pae,long
619,do,
619,re,elision
619,ob,long
619,ru,short
619,ta,
620,vi,short
620,du,short
620,a,elision
620,an,long
620,te,short
620,tha,short
620,la,short
620,mos,
620,ex,long
620,ul,short
620,in,long
620,vi,
620,sa,elision
620,om,long
620,ni,short
620,bus,
621,aet,long
621,he,short
621,re,short
621,ne,short
621,ga,long
621,to,
621,se,long
621,ro,short
621,sub,long
621,cum,
621,bet,long
621,ma,short
621,lis,
622,ru,short
622,dis,short
622,est,long
622,ty,short
622,ran,long
622,nus,
622,mor,long
622,te,short
622,qvi,long
622,poe,long
622,nam,elision
622,ex,long
622,i,short
622,git,
623,ul,
623,tra,long
623,my,short
623,ce,long
623,nas,
623,ul,long
623,ti,short
623,mo,elision
623,in,long
623,reg,
623,ni,elision
623,an,long
623,gu,short
623,lo,
624,vin,
624,ci,long
624,te,short
624,saep,long
624,tam,
624,noc,long
624,te,short
624,te,short
624,ne,short
624,bro,
624,si,long
624,spe,short
624,cus,
625,ut,
625,in,long
625,qvi,short
625,e,long
625,tam,
625,vir,long
625,gi,short
625,nem,long
625,car,
625,cer,long
625,do,short
625,met,
626,at,
626,is,long
626,ta,short
626,poe,long
626,nas,
626,ca,short
626,pi,short
626,te,short
626,per,long
626,sol,
626,vet,long
626,su,short
626,o,
627,cap,
627,ti,long
627,va,short
627,con,long
627,junx,
627,re,long
627,gi,short
627,i,long
627,pae,long
627,lex,long
627,to,short
627,ri,
628,tra,short
628,hi,short
628,te,elision
628,ut,long
628,seq,short
628,va,long
628,tur,
628,con,long
628,ju,short
628,gem,elision
628,e,long
628,rep,
628,tum,long
628,mi,short
628,hi,
629,ne,
629,tra,short
629,hi,short
629,te,short
629,ves,long
629,tros,
629,ip,long
629,sa,short
629,prae,long
629,ce,
629,dam,long
629,gra,short
629,dus,
630,per,
630,fer,long
630,re,short
630,pri,long
630,ma,
630,nun,long
630,ti,short
630,um,long
630,ph,short
630,ry,short
630,gi,long
630,meis,short
631,pro,short
631,pe,short
631,ro,long
631,re,short
631,ple,long
631,tum,
631,ra,short
631,ti,short
631,bus,short
631,e,long
631,ver,
631,sis,long
631,ma,short
631,re,
632,cap,
632,tas,long
632,my,short
632,ce,long
632,nas,
632,mil,long
632,le,short
632,duc,long
632,to,
632,rem,long
632,du,short
632,cum,
633,ut,
633,pa,short
633,ri,short
633,a,short
633,fa,long
633,ta,
633,tro,long
633,i,short
633,cis,long
633,lu,short
633,e,short
633,ret,long
633,ma,short
633,lis,
634,pe,
634,ris,long
634,se,short
634,do,long
634,no,
634,fe,long
634,mi,short
634,nae,long
634,stu,
634,pro,long
634,do,short
634,lo,
635,ni,
635,hil,long
635,mo,short
635,ra,long
635,mur,
635,ra,short
635,pi,short
635,te,short
635,qvin,long
635,gra,
635,tes,long
635,a,short
635,go,
636,jam,
636,jam,long
636,ju,short
636,vat,long
636,vi,
636,xis,long
636,se,short
636,post,long
636,tro,
636,jam,long
636,ju,short
636,vat,
